sp004-000001_KS_11	अभ्यर्थ्येति
sp004-001343_KS_15	महताम् महता कृतम् असद्ग्रहेणन अन्धस्य अविवेकिनः सम्बन्धिनः
sp004-001344_KS_15	हितस्य उपदेशनम् वृथा व्यर्थम् भवेत्
sp004-001345_KS_15	दुराग्रहशीलस्य सम्यक् उपदेशोऽपि तत् अमततया व्यर्थः स्यात् इति भावः
sp004-001346_KS_15	क्षिताविति
sp004-001347_KS_15	प्रतिकूलवायुना प्रतीपपवनेन क्षितौ पृथिव्याम् निरस्तम् निक्षिप्तम्
sp004-001348_KS_15	असु क्षेपणे इत्यतः कर्मणि निष्ठा
sp004-001349_KS_15	तदीयम् तारकसम्बन्धि चामीकरस्य हेम्नः
sp004-001350_KS_15	चामीकरम् जातरूपम् महारजतकाञ्चने इत्यमरः
sp004-001351_KS_15	घर्मवारणम् छत्त्रम् मृत्योः यमस्य सम्बन्धिनि पारणाविधौ
sp004-001352_KS_15	भोजनक्रियानिमित्तम् इत्यर्थः
sp004-001353_KS_15	निमित्तात्कर्मयोगे इति सप्तमी
sp004-001354_KS_15	योगोऽत्र संयोगः
sp004-001355_KS_15	प्रकल्पितम् निर्मितम् महद् विशालम् हाटकभाजनम् सुवर्णपात्रमिव इत्युत्प्रेक्षा
sp004-001356_KS_15	रराज शुशुभे
sp004-001357_KS_15	विजानतेति
sp004-001358_KS_15	प्रज्ञेन
sp004-001359_KS_15	बुधेन
sp004-001360_KS_15	प्रज्ञस्तु पण्डिते वाच्यलिङ्गो बुद्धौ तु योषिति इति मेदिनी
sp004-001361_KS_15	अत एव भावि भविष्यत् शीरोनिकृन्तनम् मस्तकच्छेदनम् विजानता
sp004-001362_KS_15	बुध्यमानेन तस्य तारकस्य मौलिना किरीटेन
sp004-001363_KS_15	मौलिः किरीटे श्रृङ्गारे धम्मिल्ले द्रुमचूडयोः इति विश्वः
sp004-001364_KS_15	शोकाद्धेतोः मुहुः गलद्भिः निःसरद्भिः तरलैः चञ्चलैः
sp004-001365_KS_15	तरलम् चञ्चले खिङ्गे हारमध्यमणावपि इति विश्वः
sp004-001366_KS_15	मुक्ताफलान्येव बाष्पबिन्दवः अश्रुबिन्दवः
sp004-001367_KS_15	बिन्दुस्तु दन्तनाले स्यात् तथा वेदितृविप्लुषोः इति विश्वः
sp004-001368_KS_15	तैः कृत्वा अलन्तराम् अतिशयपर्याप्तम् यथा तथा
sp004-001369_KS_15	अलम् भूषणपर्याप्तिवारणेषु निरर्थके इति विश्वः
sp004-001370_KS_15	अरोदीव रुदितमिव इत्युत्प्रेक्षा
sp004-001371_KS_15	मुकुटखचितमणिनिचयसाहसिकभूपतनरूपः उत्पातोऽयम् इति भावः
sp004-001372_KS_15	निवार्यमाणैरिति
sp004-001373_KS_15	भविष्यति एतस्य तारकस्य मरणम् उपदिशन्ति बोधयन्ति तथाभूतैः तथा आकुलैः
sp004-001374_KS_15	भक्षणक्रियासम्भ्रमितैः गृध्रैः पक्षिविशेषैः
sp004-001375_KS_15	गृध्रः खगान्तरे गृध्री वाच्यवच्चाथ लुब्धके इति विश्वः
sp004-001376_KS_15	अभितः सर्वतः अनुयायिभिः अनुगच्छद्भिः
sp004-001377_KS_15	अत एव उत्प्रेक्षते मुहुर्मुहुः अनेकवेलम् निवार्यमाणैरपि
sp004-001378_KS_15	तम् ग्रहीतुकामैरिव मौलिम् किरीटम् अभि सम्मुखम् अपाति पतितम्
sp004-001379_KS_15	भावे लुङ्
sp004-001380_KS_15	पुनःपुनः निवार्यमाणा अपि तद्बुभुक्षया मौलिम् उद्दिश्यैव पेतुः इति भावः
sp004-001381_KS_15	अयमपि महोत्पातः
sp004-001382_KS_15	सद्य इति
sp004-001383_KS_15	जनः लोकः तस्य तारकस्य ध्वजे
sp004-001384_KS_15	तदुपरि इत्यर्थः
sp004-001385_KS_15	सद्यः निकृत्तस्य तत्कालपातितस्य अञ्जनस्य कज्जलस्य सोदरा समाना द्युतिः शोभा यस्य
