sp002-000001_KS_04	मूर्च्छिता रतिः इत्युक्तम्
sp002-001800_RV_05	उद्यानानि आक्रीडाः पुमान आक्रीड उद्यानमित्यमरः
sp002-001801_RV_05	तान्येव विहाराः विहारस्थानानि तत्कल्पाः
sp002-001802_RV_05	तत्सदृशा इत्यर्थः
sp002-001803_RV_05	ईषदसमाप्तौ इति कल्पप्प्रत्ययः
sp002-001804_RV_05	बभूवुः
sp002-001805_RV_05	स इति
sp002-001806_RV_05	विलङ्घिताध्वा अतिक्रान्तमार्गः सः अजः सीकरार्द्रैः
sp002-001807_RV_05	शीतलैरित्यर्थः
sp002-001808_RV_05	मरुद्भिः वातैः आनर्तिताः कम्पिताः नक्तमालाः चिरबिल्वाख्यवृक्षभेदाः
sp002-001809_RV_05	यस्मिन् तत्
sp002-001810_RV_05	निवेशार्ह इत्यर्थः
sp002-001811_RV_05	चिरबिल्वो नक्त मालः करजश्च करञ्जके इत्यमरः
sp002-001812_RV_05	नर्मदा रोधसि रेवातीरे क्लान्तम् श्रान्तम् रजोभिः धूसराः केतवो यस्य तत् सैन्यम् निवेशयामास
sp002-001813_RV_05	अथेति
sp002-001814_RV_05	अथ सेनानिवेषनान्तरम् उपरिष्टात् ऊर्ध्वम्
sp002-001815_RV_05	उपर्युपरिष्टादिति निपातः
sp002-001816_RV_05	भ्रमद्भिः
sp002-001817_RV_05	मदलोभादिति भावः
sp002-001818_RV_05	भ्रमरैः प्राक् उन्मज्जनात् पूर्वम् सूचितः ज्ञापितः अन्तःसलिले प्रवेशो यस्य सः तथोक्तः
sp002-001819_RV_05	निर्धौतदाने क्षालितमदे अत एव अमले गण्डभित्ती यस्य स तथोक्तः
sp002-001820_RV_05	दानम् गजमदे त्यागे इति शाश्वतः
sp002-001821_RV_05	प्रशस्तौ गण्डौ गण्डभित्ती
sp002-001822_RV_05	प्रशंसावचनैश्च इति समासः
sp002-001823_RV_05	भित्तिशब्दः प्रशस्तार्थः
sp002-001824_RV_05	तथा च गणरत्नमहोदधौ मतल्लिकोद्धमिश्राः स्युः प्रकाण्डस्थलभित्तयः इति
sp002-001825_RV_05	भित्तिः प्रदेशो वा
sp002-001826_RV_05	भित्तिः प्रदेशे कुड्येऽपि इति विश्वः
sp002-001827_RV_05	निर्धौतदानेन अमला गण्डभित्तिः यस्य इति वा
sp002-001828_RV_05	वन्यो गजः सरित्तः नर्मदायाः सकाशात्
sp002-001829_RV_05	पञ्चम्यास्तसिल्प्रत्ययः
sp002-001830_RV_05	उन्ममज्ज उत्थितः
sp002-001831_RV_05	निःशेषेति
sp002-001832_RV_05	कथम्भूतो गजः
sp002-001833_RV_05	निःशेषम् यथा तथा
sp002-001834_RV_05	विक्षालितधातुनापि धौतगैरिकादिधातुनापि
sp002-001835_RV_05	नीलाभि ऊर्ध्वाभी ऊर्ध्वरेखाभिः तटाघातजनिताभिः शबलेन कर्बुरेण
sp002-001836_RV_05	चित्रम् किर्मीरकल्माषशबलैताश्च कर्बुरे इत्यमरः
sp002-001837_RV_05	अश्मभिः पाषाणैः विकुण्ठितेन कुण्ठीकृतेन दन्तद्वयेन
sp002-001838_RV_05	ऋक्षवान्नाम कश्चित्तत्रत्यः पर्वतः तस्य तटेषु वप्रक्रियाम् वप्रक्रीडाम् उत्खातकेलिम् इत्यर्थः
sp002-001839_RV_05	उत्खातकेलिः शृङ्गाद्यैर्वप्रक्रीडा निगद्यते इति शब्दार्णवे
sp002-001840_RV_05	शंसन् कथयन् सूचयन् इत्यर्थः
sp002-001841_RV_05	युग्मम्
sp002-001842_RV_05	संहारेति
sp002-001843_RV_05	संहारविक्षेपयोः सङ्कोचनप्रसारणयोः लघुक्रियेण शीघ्रव्यापारेण
sp002-001844_RV_05	जवोथ शीघ्रम् त्वरितम् लघु क्षिप्रमरम् द्रुतम् इत्यमरः
sp002-001845_RV_05	हस्तेन शुण्डादण्डेन
