sp003-000001_RV_03	rAjYI sudakziRA garBamADatta ityuktam
sp003-004259_RV_15	tannASAt akutoBayAH baBUvuH ityarTaH
sp003-004260_RV_15	vayasAmiti
sp003-004261_RV_15	hatasya vidvezwIti vidviw tasya vidvizaH rAkzasasya upari vayasAm pakziRAm paNktayaH petuH
sp003-004262_RV_15	tatpratidvandvinaH SatruGnasya mUrDni tu divyAH kusumavfzwayaH petuH
sp003-004263_RV_15	sa iti
sp003-004264_RV_15	saH vIraH SatruGnaH lavaRam hatvA tadA AtmAnam mahOjasaH mahAbalasya indrajit vaDena
sp003-004265_RV_15	SoBinaH BrAtuH lakzmaRasya samAnodare Sayitam sodaryam ekodaram mene
sp003-004266_RV_15	sodarAd yaH iti yapratyayaH
sp003-004267_RV_15	tasyeti
sp003-004268_RV_15	caritArTEH kftArTEH kftakAryEH tapasviBiH saMstUyamAnasya tasya SatruGnasya
sp003-004269_RV_15	vikrameRa udagram unnatam vrIqayA laYjayA avanatam SiraH SuSuBe
sp003-004270_RV_15	vikrAntasya lajjEva BUzaRam iti BAvaH
sp003-004271_RV_15	upakolamiti
sp003-004272_RV_15	pOruzaBUzaRaH
sp003-004273_RV_15	arTezu vizayezu nirmamaH niHspfhaH
sp003-004274_RV_15	maDurAkftiH sOmyarUpaH
sp003-004275_RV_15	saH SatruGnaH kAlindyAH yamunAyA upakUlam kUle
sp003-004276_RV_15	viBaktyarTe avyayIBAvaH
sp003-004277_RV_15	maTurAm nAma purIm nirmame nirmitavAn
sp003-004278_RV_15	yeti
sp003-004279_RV_15	yA hUH hUH SatruGnaH SoBanaH rAjA yasyAH puraH sA surAjYI surAjYyAH BAvaH sOrAjyam
sp003-004280_RV_15	tena prakASABiH prakASamAnABiH pOrARAm viBUtiBiH eSvaryEH
sp003-004281_RV_15	svargasya aBizyandaH atiriktajanaH tasya vamanam AharaRam kftvA upaniveSita upasTApitA iva baBO
sp003-004282_RV_15	atra kOwilyaH BUtapUrvam aBUtapUrvam vA janapadam paradeSapravAheRa svadeSABizyandavamanena vA niveSayet iti
sp003-004283_RV_15	tatreti
sp003-004284_RV_15	tatra maTurAyAm sODagataH harmyAruQaH saH cakravAkinIm cakravAkavatIm yamunAm
sp003-004285_RV_15	hemaBaktimatIm suvarRaracanAvatIm BUmeH praveRIm veRIm iva
sp003-004286_RV_15	veRiH praveRI ityamaraH
sp003-004287_RV_15	paSyan pipriye prItaH
sp003-004288_RV_15	prIN prIRane iti DAtoH dEvAdikAt liw
sp003-004289_RV_15	samprati rAmasantAnavfttAntam Aha
sp003-004290_RV_15	saKeti
sp003-004291_RV_15	daSaraTasya janakasya ca saKA mantrakft mantradrazwA saH vAlmIkirapi
sp003-004292_RV_15	sukarmapApamantrapuRyezu kfYaH iti kvip
sp003-004293_RV_15	uBayoH daSaraTajanakayoH prItyA snehena mETileyO
sp003-004294_RV_15	mETilIputrO yaTAviDi yaTASAstram saYcaskAra saMskftavAn
sp003-004295_RV_15	jAtakarmAdiBiH iti SezaH
sp003-004296_RV_15	sa iti
sp003-004297_RV_15	saH kaviH vAlmIkiH kuSEH darBEH lavEH gopucCalomaBiH
sp003-004298_RV_15	lavaH lavaRakiYjalkapakzmagopucCalomasu iti vEjayantI
sp003-004299_RV_15	unmfzwaH garBakledaH garBopadravaH yayostO kuSalavonmfzwagarBakledO tO mETileyO
sp003-004300_RV_15	tezAm kuSAnAm ca lavAnAm ca AKyayA nAmataH nAmnA yaTAsaNKyam kuSalavO eva cakAra kila
sp003-004301_RV_15	kuSonmfzwaH kuSaH
sp003-004302_RV_15	lavonmfzwaH lavaH
sp003-004303_RV_15	sANgamiti
sp003-004304_RV_15	kiYcit utkrAntaSESavO atikrAntabAlyO tO sANgam ca
sp003-004305_RV_15	vedam aDyApya kavInAm praTamapadDatim
sp003-004306_RV_15	kavitAbIjam ityarTaH
sp003-004307_RV_15	svakftim kAvyam rAmAyaRAKyam gApayAmAsa
sp003-004308_RV_15	gApayateH liw
sp003-004309_RV_15	SabdakarmatvAt gatibudDi ityAdinA dvikarmakatvam
sp003-004310_RV_15	rAmasyeti
sp003-004311_RV_15	tO sutO rAmasya vfttam mAtuH agrataH maDuram gAyantO tadviyogavyaTAm rAmavirahavedanAm kiYcit SiTilIcakratuH
sp003-004312_RV_15	itareऽpIti
sp003-004313_RV_15	raGoH vaMSyAH vaMSe BavAH
sp003-004314_RV_15	tretA ityagnayaH tretAgnayaH
sp003-004315_RV_15	tezAm tejaH iva tejaH yezAm te tretAgnitejasaH
sp003-004316_RV_15	itare rAmAdanye trayaH BaratAdayoऽpi tadyogAt tezAm yogAt
sp003-004317_RV_15	BaratAdisambanDAt pativatnIzu BartfmatIzu jIvatpatikAsu
sp003-004318_RV_15	KyAtimatIzvityarTaH
sp003-004319_RV_15	pativatnI saBartfkA ityamaraH
sp003-004320_RV_15	antarvatpativatornuk iti NIppratyayaH nugAgamaSca
sp003-004321_RV_15	patnIzu dvisUnavaH Asan
sp003-004322_RV_15	dvO dvO sUnU yezAm te dvisUnavaH iti vigrahaH
sp003-004323_RV_15	kvacitsaNKyASabdasya vfttivizaye vIpsArTatvam saptaparRAdivat
sp003-004324_RV_15	SatruGAtini iti
sp003-004325_RV_15	pUrvajotsukaH jyezWapriyaH SatruGnaH bahuSrute SatruGAtini subAhO ca
sp003-004326_RV_15	tannAmakayoH sUnvoH maDurA ca vidiSA ca te nagaryO nidaDe
sp003-004327_RV_15	niDAya gataH ityarTaH
sp003-004328_RV_15	BUya iti
sp003-004329_RV_15	saH SatruGnaH mETilItanayayoH kuSalavayoH udgItena niHspandamfgam
sp003-004330_RV_15	gItapriyatayA niScalahariRam vAlmIkeH ASramam
sp003-004331_RV_15	BUyaH punarapi tapovyayaH saMviDAnakaraRArTam tapohAniH mA BUditi hetoH atyagAt
sp003-004332_RV_15	atikramya gataH ityarTaH
sp003-004333_RV_15	vaSIti
sp003-004334_RV_15	vaSI saH lavaRasya vaDAt hetoH pOrEH pOrajanEH atyantam gOravam
sp003-004335_RV_15	yasmin karmaRi tat taTA ikzitassan
sp003-004336_RV_15	raTyAsaMskArEH toraRAdiBiH SoBate yA tAm ayoDyAm viveSa ca
sp003-004337_RV_15	sa iti
sp003-004338_RV_15	saH SatruGnaH saBAmaDye saBAsadBiH saByEH upasTitam sevitam
sp003-004339_RV_15	sItAparityAgAt BuvaH asAmanyapatim asADAraRapatim rAmam dadarSa
sp003-004340_RV_15	tamiti
sp003-004341_RV_15	agrajaH rAmaH lavaRasya antakam hantAram praRatam tam SatruGnam
sp003-004342_RV_15	kAlanemiH nAma rAkzasaH
sp003-004343_RV_15	tasya vaDAt prItaH
sp003-004344_RV_15	turam vegam sahate iti turAzAq indraH
sp003-004345_RV_15	Candasi sahaH iti RviH pratyayaH
sp003-004346_RV_15	yadvA sahateH Rici kfte sAhayateH kvip
sp003-004347_RV_15	anyezAmapi dfSyate iti pUrvapadasya dIrGaH
sp003-004348_RV_15	saheH sAqaH saH iti zatvam
sp003-004349_RV_15	SArNgiRam upendramiva
sp003-004350_RV_15	aByanandat
sp003-004351_RV_15	sa iti
sp003-004352_RV_15	saH SatruGnaH pfzwassan
sp003-004353_RV_15	sarvataH vArtam kuSalam rAjYe rAmAya AKyat AKyAtavAn
sp003-004354_RV_15	cakziNo luN
sp003-004355_RV_15	cakziNaH KyAY iti KyAYAdeSaH
sp003-004356_RV_15	asyativakti ityaN
sp003-004357_RV_15	Ato lopa iwi ca iti AkAralopaH
sp003-004358_RV_15	KyAtervA luN
sp003-004359_RV_15	santatim kuSalavayoH utpattim nAKyat
sp003-004360_RV_15	kutaH kAle avasare pratyarpayizyata Adyasya kaveH vAlmIkeH SAsanAt
sp003-004361_RV_15	aTeti
sp003-004362_RV_15	aTa janapade BavaH jAnapadaH vipraH
sp003-004363_RV_15	kaSciditi SezaH
sp003-004364_RV_15	aprAptayOvanam SiSum
sp003-004365_RV_15	mftam iti SezaH
sp003-004366_RV_15	BUpateH rAmasya dvAri aNkaSayyAsTam yaTA taTA
sp003-004367_RV_15	avatArya aNkasTatvenEva avaropya cakranda cukroSa
sp003-004368_RV_15	SocanIyeti
sp003-004369_RV_15	he vasuDe
sp003-004370_RV_15	daSaraTAt cyutA yA tvam rAmahastam anuprApya kazwAtkazwataram gatA satI SocanIyA asi
sp003-004371_RV_15	Srutveti
sp003-004372_RV_15	goptA rakzakaH rAGavaH tasya viprasya SucaH Sokasya
sp003-004373_RV_15	hetum putramaraRarUpam SrutvA jihvAya lajjitaH
sp003-004374_RV_15	kutaH
sp003-004375_RV_15	hi yasmAt akAlaBavaH mftyuH ikzRavAkURAm padam rAzwram nAspfSat
sp003-004376_RV_15	vfdDe jIvati yavIyAn na mriyate ityarTaH
sp003-004377_RV_15	sa iti
sp003-004378_RV_15	saH rAmaH duHKitam dvijam muhurtam kzamasva ityASvAsya vEvasvatasya
sp003-004379_RV_15	antakasyApi jigIzayA jetumicCayA kOberam yAnam puzpakam sasmAra
sp003-004380_RV_15	Atteti
sp003-004381_RV_15	saH raGUdvahaH rAmaH AttaSastrassan
sp003-004382_RV_15	tat puzpakam aDyAsya prasTitaH
sp003-004383_RV_15	aTa tasya puraH gUQarUpA sarasvatI aSarIrA vAk uccacAra udbaBUva
sp003-004384_RV_15	rAjanniti
sp003-004385_RV_15	he rAjan te prajAsu kaScit apacAraH varRaDarmavyatikaraH pravartate
sp003-004386_RV_15	tam apacAram anvizya praSamayeH
sp003-004387_RV_15	tataH kftI kftakftyaH BavitAsi Bavizyasi
sp003-004388_RV_15	iti iti
sp003-004389_RV_15	iti AptavacanAt rAmaH varRavikriyAm varRApacAram vinezyan apanezyan
sp003-004390_RV_15	vegena nizkampaketunA patreRa vAhanena puzpakeRa
sp003-004391_RV_15	patram vAhanapakzayoH ityamaraH
sp003-004392_RV_15	diSaH papAta DAvati sma
sp003-004393_RV_15	aTeti
sp003-004394_RV_15	aTa ikzvAkuvaMSapraBava EkzvAkaH rAmaH
sp003-004395_RV_15	kopaDAdaR ityaRi kfte dARqinAyana ityAdinA ukAralopanipAtaH
sp003-004396_RV_15	DUmena pIyamAnena aBitAmrAkzam vfkzaSAKAvalambinam aDomuKam tapasyantam tapaScarantam kaYcitpuruzam dadarSa
sp003-004397_RV_15	pfzweti
sp003-004398_RV_15	rAjYA nAma ca anvayaSca nAmAnvayO tO pfzwO yasya saH taToktaH
sp003-004399_RV_15	DUmam pibatIti DUmapaH
sp003-004400_RV_15	supi iti yogaviBAgAt kapratyayaH
sp003-004401_RV_15	saH puruzaH AtmAnam surapadArTinam svargArTinam
sp003-004402_RV_15	anena prayojanamapi pfzwaH iti jYeyam
sp003-004403_RV_15	Sambukam nAma SUdramAcazwa baBAze kila
sp003-004404_RV_15	tapasIti
sp003-004405_RV_15	tapasi anaDikAritvAt prajAnAm aGAvaham duHKAvaham tam SUdram SIrzacCedyam
sp003-004406_RV_15	SIrzacCedAdyacca iti yatpratyayaH
sp003-004407_RV_15	paricCidya niScitya niyantA rakzako rAmaH Sastram Adade jagrAha
sp003-004408_RV_15	sa iti
sp003-004409_RV_15	saH rAmaH jyotizkaREH sPuliNgEH AhatAni dagDAni SmaSrURi yasya tat tasya vaktram
sp003-004410_RV_15	himaklizwakiYjalkam paNkajamiva
sp003-004411_RV_15	kaRWaH eva nAlam tasmAt apAtayat
sp003-004412_RV_15	kfteti
sp003-004413_RV_15	SUdraH SambukaH rAjYA svayam kftadaRqaH kftaSikzassan
sp003-004414_RV_15	satAm gatim leBe
sp003-004415_RV_15	duScareRApi svamArgAvilaNGinA
sp003-004416_RV_15	anaDikAraduzwena ityarTaH
sp003-004417_RV_15	tapasA na leBe
sp003-004418_RV_15	atra manuH rAjaBiH kftadaRqAstu kftvA pApAni mAnavAH
sp003-004419_RV_15	nirmalAH svargamAyAnti santaH sukftino yaTA
sp003-004420_RV_15	iti
sp003-004421_RV_15	raGunATa iti
sp003-004422_RV_15	raGunAToऽpi mArgasandarSitAtmanA mahOjasA Agastyena
sp003-004423_RV_15	indunA SaratkAlaH iva saMyuyuje saNgataH
sp003-004424_RV_15	indAvapi viSezaRam yojyam
sp003-004425_RV_15	raGunATa ityatra kzuBnAditvAt RatvABAvaH
sp003-004426_RV_15	kumBeti
sp003-004427_RV_15	kumBayoniH agastyaH pItena samudreRa Atmanizkrayam iva AtmamocanamUlyamiva dattam
sp003-004428_RV_15	ata eva parigfhyate iti vyutpattyA divyaparigrahaH
sp003-004429_RV_15	divyAnAm parigrAhyaH ityarTaH
sp003-004430_RV_15	tam alaNkAram tasmE rAmAya dadO
sp003-004431_RV_15	tamiti
sp003-004432_RV_15	mETilIkaRWanirvyApAreRa bAhunA tam alaNkAram daDat rAmaH paScAt nivavfte nivfttaH
sp003-004433_RV_15	parAsuH mftaH dvijAtmajaH prAk rAmAtpUrvam nivavfte
sp003-004434_RV_15	tasyeti
sp003-004435_RV_15	putrasamAgataH putreRa saNgataH dvijaH vEvasvatAt antakAdapi trAtuH rakzakasya
sp003-004436_RV_15	BItrArTAnAm BayahetuH ityapAdAnAtpaYcamI
sp003-004437_RV_15	tasya rAmasya pUrvoditAm pUrvoktAm nindAm stutyA nivartayAmAsa
sp003-004438_RV_15	tamiti
sp003-004439_RV_15	aDvarAya aSvameDAya muktASvam tam rAmam rakzaHkapinareSvarAH sugrIvaviBIzaRAdayaH rAjAnaSca
sp003-004440_RV_15	meGA amBoBiH sasyamiva
sp003-004441_RV_15	upAyanEH aByavarzan
sp003-004442_RV_15	digBya iti
sp003-004443_RV_15	nimantritAH AhUtAH maharzayaSca BUmyAH sambanDIni BOmAni DizRyAni sTAnAnyeva na
sp003-004444_RV_15	DizRyam sTAne gfhe BeऽgnO ityamaraH
sp003-004445_RV_15	kintu jyotirmayAni nakzatrarUpARi DizRyAnyapi hitvA digByaH enam rAmam aBijagmuH
sp003-004446_RV_15	upeti
sp003-004447_RV_15	catvAri dvArARyeva muKAni yasyAH sA caturdvAramuKI ayoDyA
sp003-004448_RV_15	upaSalyezu grAmAntezu nivizwEH
sp003-004449_RV_15	grAmAnta upaSalyam syAt ityamaraH
sp003-004450_RV_15	tEH maharziBiH
sp003-004451_RV_15	sadyaH sfzwalokA pitAmahasya iyam pEtAmahI tanuH mUrtiriva baBO
sp003-004452_RV_15	SlAGya iti
sp003-004453_RV_15	vEdehyAH tyAgoऽpi SlAGyaH varRyaH eva
sp003-004454_RV_15	kutaH
sp003-004455_RV_15	yasmAt prAgvaMSaH prAcInasTURaH yajYaSAlAviSezaH
sp003-004456_RV_15	tadvAsinaH
sp003-004457_RV_15	nAsti anyA jAyA yasya tasya ananyajAneH
sp003-004458_RV_15	jAyAyA niN iti samAsAntaH niNAdeSaH
sp003-004459_RV_15	patyuH rAmasya hiraRmayI sOvarRI
sp003-004460_RV_15	dARqinAyana ityAdisUtreRa nipAtaH
sp003-004461_RV_15	sA nijA eva jAyA patnI AsIt
sp003-004462_RV_15	kavivAkyametat
sp003-004463_RV_15	viDeriti
sp003-004464_RV_15	tataH viDeH SAstrAt aDikasamBAraH atiricyamAnaparikaraH maKaH pravavfte pravfttaH
sp003-004465_RV_15	yatra maKe
sp003-004466_RV_15	vihanyante eBiriti viGnAH pratyUhAH
sp003-004467_RV_15	GaYarTe kaviDAnam iti kaH
sp003-004468_RV_15	kriyAviGnAH anuzWAnaviGAtakA rAkzasAH eva rakziRo rakzakAH Asan
sp003-004469_RV_15	aTeti
sp003-004470_RV_15	aTa mETileyO mETilItanayO
sp003-004471_RV_15	strIByo Qak
sp003-004472_RV_15	kuSalavO guruRA vAlmIkinA coditO preritO santO
sp003-004473_RV_15	prAcetasaH vAlmIkiH
sp003-004474_RV_15	upajYAyate iti upajYA
sp003-004475_RV_15	AtaScopasarge iti karmaRyaNpratyayaH
sp003-004476_RV_15	prAcetasasya upajYA prAcetasopajYam
sp003-004477_RV_15	prAcetasena AdO jYAtamityarTaH
sp003-004478_RV_15	upajYA jYAnamAdyam syAt ityamaraH
sp003-004479_RV_15	upajYopakramam tadA dyAciKyAsAyAm iti napuMsakatvam
sp003-004480_RV_15	ayyate jYAyate anena iti ayanam
sp003-004481_RV_15	rAmasya ayanam caritam rAmAyaRam rAmAyaRAKyam kAvyam
sp003-004482_RV_15	pUrvapadAtsaYjYAyAmagaH iti Ratvam
sp003-004483_RV_15	uttarAyaRam itivat
sp003-004484_RV_15	itastataH jagatuH
sp003-004485_RV_15	gAyaterliw
sp003-004486_RV_15	vfttamiti
sp003-004487_RV_15	rAmasya vfttam varRyam
sp003-004488_RV_15	vastu iti SezaH
sp003-004489_RV_15	vAlmIkeH kftiH kAvyam
sp003-004490_RV_15	geyam iti SezaH
sp003-004491_RV_15	tO kuSalavO kinnarasvanO kinnarakaRWO gAyakO
sp003-004492_RV_15	punariti SezaH
sp003-004493_RV_15	ata eva tatkim yena nimittena tO SfRvatAm manaH hartum alam SaktO na syAtAm
sp003-004494_RV_15	sarvam sarasam ityarTaH
sp003-004495_RV_15	rUpa iti
sp003-004496_RV_15	te jAnantIti tajjYAH tEH tajjYEH aBijYEH niveditam
sp003-004497_RV_15	tayoH kuSalavayoH rUpe AkAre gIte ca mADuryam rAmaRIyakam
sp003-004498_RV_15	sAnujaH rAmaH kutUhalI sAnandassan yaTAsaNKyam dadarSa SuSrAva ca
sp003-004499_RV_15	taditi
sp003-004500_RV_15	tayoH gItaSravaRe ekAgrA AsaktA ASrumuKI
sp003-004501_RV_15	AnandAt iti BAvaH
sp003-004502_RV_15	saMsat saBA prAtaH himanizyandinI nirvAtA vAtarahitA vanasTalI iva
sp003-004503_RV_15	baBO SuSuBe
sp003-004504_RV_15	AnandapAravaSyAt nizpandam Aste ityarTaH
sp003-004505_RV_15	vaya iti
sp003-004506_RV_15	janatA janAnAm samUhaH
sp003-004507_RV_15	grAmajanabanDusahAyeByastal iti talpratyayaH
sp003-004508_RV_15	vayovezAByAmeva visaMvAdi vilakzaRam tadA tayoH kuSalavayoH rAmasya ca sAdfSyam prekzya
sp003-004509_RV_15	nAsti akzikampaH yasminkarmaRi tadyaTA taTA
sp003-004510_RV_15	naYarTasya naSabdasya bahuvrIhiH
sp003-004511_RV_15	vyatizWata atizWat
sp003-004512_RV_15	samavapraviByaH sTaH ityAtmanepadam
sp003-004513_RV_15	vismayAt animizam adrAkzIt ityarTaH
sp003-004514_RV_15	uBayoriti
sp003-004515_RV_15	lokaH janaH uBayoH kumArayoH prAvIRyena nEpuRyena taTA na visizmiye na vismitavAn
sp003-004516_RV_15	yaTA nfpateH prItidAnezu vItaspfhatayA nEHspfhyeRa visizmiye
sp003-004517_RV_15	geya iti
sp003-004518_RV_15	geye gIte ko nu vAm yuvayoH vinetA SikzakaH
sp003-004519_RV_15	nuSabdaH praSne
sp003-004520_RV_15	nupfcCAyAm vitarke ca ityamaraH
sp003-004521_RV_15	iyam ca kasya kaveH kftiH iti rAjYA svayam pfzwO tO kuSa lavO vAlmIkim aSaMsatAm uktavantO
sp003-004522_RV_15	vinetAram kavim ca ityarTaH
sp003-004523_RV_15	geye kena vinItO vAm iti pAWe vAm iti yuzmadarTapratipAdakam avyayam drazwavyam
sp003-004524_RV_15	taTA ca ayamarTaH kena puMsA vAm yuvAm geye gItavizaye vinItO
sp003-004525_RV_15	SikzitO karmaRi nizWApratyayaH
sp003-004526_RV_15	aTeti
sp003-004527_RV_15	aTa sAvarajaH rAmaH prAcetasam vAlmIkim upeyivAn prAptassan
sp003-004528_RV_15	deham AtmanaH UrIkftya
sp003-004529_RV_15	AtmAnam sTApayitvA ityarTaH
sp003-004530_RV_15	rAjyam asmE prAcetasAya nyavedayat samarpitavAn
sp003-004531_RV_15	sa iti
sp003-004532_RV_15	karuRA prayojanam asya kAruRikaH dayAluH
sp003-004533_RV_15	prayojanam iti WaY
sp003-004534_RV_15	syAddayAluH kAruRikaH ityamaraH
sp003-004535_RV_15	saH kaviH rAmAya tO mETileyO tadAtmajO rAmasutO
sp003-004536_RV_15	AKyAya sItAyAH samparigraham svIkArama vavre yayAce
sp003-004537_RV_15	tAteti
sp003-004538_RV_15	he tAta te snuzA sItA naH asmAkam akzRoH samIpam samakzam
sp003-004539_RV_15	avyayIBAve SaratpraBftiByaH iti samAmAntaH wac
sp003-004540_RV_15	jAtavedasi vahnO SudDA
sp003-004541_RV_15	nAsmAkam aviSvAsaH ityarTaH
sp003-004542_RV_15	kintu rakzasaH rAvaRasya dOrAtmyAt atratyAH prajAH tAm na SraddaDuH na viSaSvasuH
sp003-004543_RV_15	tA iti
sp003-004544_RV_15	mETilI svacAritram uddiSya tAH prajAH pratyAyayatu viSvAsayatu
sp003-004545_RV_15	viSvAsasya budDirUpatvAt RO gamiraboDane iti iRaH gamyAdeSaH nAsti
sp003-004546_RV_15	tataH anantaram putravatIm enAm sItAm tvadAjYayA pratipatsye svIkarizye
sp003-004547_RV_15	itIti
sp003-004548_RV_15	rAjYA iti pratiSrute pratijYAte sati muniH ASramAt jAnakIm SizyEH
sp003-004549_RV_15	prayojyEH svasidDim svArTasidDim niyamEH tapoBiriva
sp003-004550_RV_15	AnAyayAmAsa
sp003-004551_RV_15	anyedyuriti
sp003-004552_RV_15	aTa kAkutsTaH rAmaH
sp003-004553_RV_15	anyedyuH anyasmin ahani prastutapratipattaye prAkftakAryAnusanDAnAya purOkasaH
sp003-004554_RV_15	pOrAn sannipAtya melayitvA kavim vAlmIkim AhvAyayAmAsa AkArayAmAsa
sp003-004555_RV_15	svareti
sp003-004556_RV_15	aTa svaraH udAttAdiH
sp003-004557_RV_15	saMskAraH SabdaSudDiH
sp003-004558_RV_15	tadvatyA fcA sAvitryA udarcizam sUryamiva
sp003-004559_RV_15	putrAByAm upalakzitayA sItayA karaRena udarcizam rAmam asO muniH upasTitaH upatasTe
sp003-004560_RV_15	kAzAyeti
sp003-004561_RV_15	kazAyeRa raktam kAzAyam
sp003-004562_RV_15	tena raktam rAgAt ityaR
sp003-004563_RV_15	tena parivItena saMvftena svapadArpitacakzuzA SAntena prasannena vapuza iva
sp003-004564_RV_15	sA sItA SudDA sADvI iti anvamIyata anumitA
sp003-004565_RV_15	janA iti
sp003-004566_RV_15	tasyAH sItAyAH karmaRAH AlokapaTAt darSanamArgAt
sp003-004567_RV_15	pratisaMhftacakzuzaH nivartitadfzwayaH sarve janAH
sp003-004568_RV_15	PalitAH SAlayaH iva avANmuKA avanatamuKAH tasTuH
sp003-004569_RV_15	tAmiti
sp003-004570_RV_15	AsTitavizwaraH aDizWitAsanaH muniH
sp003-004571_RV_15	he vatse BartuH dfzwivizaye samakzam svavftte svacarite vizaye lokam niHsaMSayam kuru
sp003-004572_RV_15	iti tAm sItAm aSAt SAsti sma
sp003-004573_RV_15	aTeti
sp003-004574_RV_15	aTa vAlmIkiSizyeRa Avarjitam dattam puRyam payaH Acamya
sp003-004575_RV_15	sItA satyAm sarasvatIm vAcam udIrayAmAsa uccArayAmAsa
sp003-004576_RV_15	vANmana iti
sp003-004577_RV_15	vANmanaHkarmaBiH patyO vizaye me vyaBicAraH sKAlityam na yaTA nAsti yadi taTA tarhi
sp003-004578_RV_15	viSvam biBarti iti viSvamBarA BUmiH
sp003-004579_RV_15	saYjYAyAm BftF ityAdinA KacpratyayaH
sp003-004580_RV_15	arurdvizat ityAdinA mumAgamaH
sp003-004581_RV_15	he viSvamBare devi mAm antarDAtum garBe vAsayitum arhasi
sp003-004582_RV_15	evamiti
sp003-004583_RV_15	sADvyA pativratayA tayA sItayA evam ukte sati sadyoBavAt BuvaH
sp003-004584_RV_15	ranDrAt SAtahradam vEdyutam jyotiH iva praBAmaRqalam udyayO
sp003-004585_RV_15	tatreti
sp003-004586_RV_15	tatra praBAmaRqale nAgaPaRotkzipte siMhAsane nizeduzI
sp003-004587_RV_15	AsInA samudraraSanA samudrameKalA sAkzAt
sp003-004588_RV_15	vasUni DArayatIti vasunDarA BUmiH
sp003-004589_RV_15	Kaci hrasvaH iti hrasvaH
sp003-004590_RV_15	prAdurAsIt
sp003-004591_RV_15	seti
sp003-004592_RV_15	sA vasunDarA Bartari praRihitekzaRAm dattadfzwim sItAm aNkam Aropya
sp003-004593_RV_15	tasmin Bartari rAme mA mA iti mA hareti vyAharat vadatyeva
sp003-004594_RV_15	vyAharantam anAdftya ityarTaH
sp003-004595_RV_15	zazWI cAnA dare iti saptamI
sp003-004596_RV_15	pAtAlam aByagAt
sp003-004597_RV_15	DarAyAmiti
sp003-004598_RV_15	sItApratyarpaRam icCatIti taToktasya DanvinaH AttaDanuzaH tasya rAmasya
sp003-004599_RV_15	DarAyAm vizaye saMramBam viDibalApekzI dEvaSaktidarSI guruH brahmA SamayAmAsa
sp003-004600_RV_15	avaSyamBAvI viDiH iti BAvaH
sp003-004601_RV_15	fzIniti
sp003-004602_RV_15	rAmaH yajYAnte puraskftAn pUjitAn fzIn suhfdaSca
sp003-004603_RV_15	visfjya sItAgatam sneham tadapatyayoH kuSalavayoH nidaDe
sp003-004604_RV_15	yuDAjita iti
sp003-004605_RV_15	kiYca
sp003-004606_RV_15	BftaprajaH saH rAmaH yuDAjitaH BaratamAtulasya sandeSAt sinDunAmakam deSam dattapraBAvAya dattESvaryAya
sp003-004607_RV_15	rAmeRa iti SezaH
sp003-004608_RV_15	BaratAya dadO
sp003-004609_RV_15	Barata iti
sp003-004610_RV_15	tatra sinDudeSe Baratoऽpi yuDi ganDarvAn nirjitya kevalam ekam Atodyam vIRAm
sp003-004611_RV_15	tatam vIRAdikam vAdyam AnadDam murajAdikam
sp003-004612_RV_15	vaMSAdikam tu suziram kAMsyatAlAdikam Ganam
sp003-004613_RV_15	caturviDamidam vAdyam vAditrAtodyanAmakam ityamaraH
sp003-004614_RV_15	grAhayAmAsa
sp003-004615_RV_15	AyuDam samatyAjayat tyAjitavAn
sp003-004616_RV_15	grahityajyoH RyantayoH dvikarmakatvam nityamiti anusanDeyam
sp003-004617_RV_15	sa iti
sp003-004618_RV_15	saH BarataH
sp003-004619_RV_15	aBizekArhO takzapuzkalO nAma putrO tadAKyayoH
sp003-004620_RV_15	takzapuzkalAKyayoH ityarTaH
sp003-004621_RV_15	puzkalam puzkalAvatyAm takzam takzaSilAyAm iti rAjaDAnyoH nagaryoH
sp003-004622_RV_15	aBizicya punaH rAmAntikam agAt
sp003-004623_RV_15	aNgadamiti
sp003-004624_RV_15	lakzmaRoऽpi raGunATasya rAmasya SAsanAt aNgadam candraketum ca tadAKyO AtmasamBavO putrO
sp003-004625_RV_15	kArApaTaH nAma deSaH
sp003-004626_RV_15	tasya ISvarO cakre
sp003-004627_RV_15	itIti
sp003-004628_RV_15	iti AropitaputrAH te janeSvarAH rAmAdayaH BartflokaprapannAnAm
sp003-004629_RV_15	svaryAtAnAm jananInAm kramAt nivApAn SrAdDAdIn vidaDuH cakruH
sp003-004630_RV_15	upetyeti
sp003-004631_RV_15	aTa kAlaH antakaH munivezassan upetya rAGavam provAca
sp003-004632_RV_15	kimityAha
sp003-004633_RV_15	rahasi ekAnte saMvAdinO samBAziRO AvAm yaH paSyet
sp003-004634_RV_15	rahasyaBaNgam kuryAt ityarTaH
sp003-004635_RV_15	tam tyajeH iti
sp003-004636_RV_15	taTeti
sp003-004637_RV_15	saH kAlaH taTeti pratipannAya nfpAya rAmAya vivftAtmA prakASitanijasvarUpassan
sp003-004638_RV_15	paramezWinaH brahmaRaH SAsanAt divam aDyAsva ityAcaKyO
sp003-004639_RV_15	vidvAniti
sp003-004640_RV_15	dvAHsTaH dvAri niyuktaH lakzmaRaH vidvAnapi pUrvaSlokoktam jAnannapi
sp003-004641_RV_15	rAmasandarSanArTinaH durvAsasaH muneH SApAt BItassan
sp003-004642_RV_15	tayoH kAlarAmayoH samayam saMvAdam aBinat biBeda
sp003-004643_RV_15	sa iti
